raw_date,PET_WRPNTUS2_W,PET_WDGST1A1_W,PET_WDGST1B1_W,PET_WDGSTP11_W,PET_WDGSTP21_W,PET_WDGSTUS1_W,PET_WD1ST_R1Y_1_W,PET_WD1ST_R20_1_W,PET_WD1ST_R50_1_W,PET_WCREXUS2_W,PET_WG6TP_R20_2_W,PET_W_EPM0F_YPY_R10_MBBLD_W,PET_W_EPM0CAG55_YPT_R30_MBBLD_W,LVL,MYR,NZD,RON,SGD,THB,VLO
2014-04-13,-1524.0,2746.0,4078.0,7316.0,686.0,13640.0,673.0,546.0,285.0,67.0,369.0,58.0,0.0,13.094,5.9548,44.435,35.731,32.306,2.1259,49.042152
2014-04-20,-1671.0,2572.0,3914.0,7676.0,658.0,13463.0,732.0,524.0,270.0,67.0,353.0,53.0,0.0,13.063,5.9779,44.344,35.916,32.184,2.1329,49.523815
2014-04-27,-1159.0,2435.0,4460.0,7763.0,505.0,13587.0,795.0,506.0,142.0,71.0,535.0,47.0,0.0,13.126,5.9898,44.611,36.026,32.26,2.1357,50.539691999999995
2014-05-04,-1032.0,2004.0,4583.0,7373.0,546.0,13891.0,663.0,524.0,190.0,71.0,527.0,43.0,0.0,13.03,5.9411,44.478,35.817,32.356,2.103,49.751514
2014-05-11,-839.0,1909.0,4758.0,7431.0,407.0,14118.0,568.0,552.0,265.0,71.0,484.0,73.0,0.0,12.964,5.9045,43.655,35.213,32.606,2.0798,48.893271999999996
2014-05-18,-764.0,1966.0,4926.0,7817.0,432.0,14998.0,515.0,458.0,252.0,71.0,490.0,68.0,0.0,12.948,5.9510000000000005,43.85,34.822,32.5,2.0995,47.877399
2014-05-25,-1062.0,1998.0,4732.0,7850.0,367.0,15286.0,596.0,504.0,213.0,74.0,492.0,75.0,0.0,12.894,5.9652,43.721,34.122,32.6,2.0888,49.828724
2014-06-01,-744.0,1979.0,4828.0,7744.0,369.0,13714.0,782.0,520.0,219.0,74.0,502.0,69.0,0.0,12.849,5.9841,43.831,34.769,32.847,2.0944,48.948982
2014-06-08,-1397.0,2169.0,5451.0,8355.0,360.0,14555.0,1209.0,483.0,255.0,74.0,327.0,70.0,0.0,12.857,5.9738,43.54600000000001,34.697,32.561,2.0913,47.339043
2014-06-15,-1041.0,2153.0,4994.0,8223.0,331.0,14297.0,1016.0,371.0,188.0,74.0,446.0,75.0,0.0,13.008,6.0038,43.87600000000001,34.431999999999995,32.406,2.1244,50.224606
2014-06-22,-1507.0,2305.0,5574.0,8827.0,245.0,14652.0,1095.0,499.0,218.0,273.0,313.0,82.0,0.0,13.011,6.1392,43.76300000000001,34.364000000000004,32.453,2.1431,45.984241
2014-06-29,-1584.0,2633.0,5239.0,8827.0,247.0,14733.0,1270.0,459.0,171.0,273.0,358.0,92.0,1.0,13.011,6.1392,43.76300000000001,34.364000000000004,32.453,2.1431,44.866966
2014-07-06,-1316.0,1881.0,5108.0,7535.0,281.0,13624.0,1237.0,483.0,252.0,273.0,393.0,136.0,0.0,13.011,6.1392,43.76300000000001,34.364000000000004,32.453,2.1431,43.292217
2014-07-13,-1444.0,2020.0,4572.0,7120.0,359.0,13917.0,1063.0,420.0,208.0,273.0,335.0,104.0,0.0,12.999,6.1618,43.517,34.148,32.155,2.1225,42.966713
2014-07-20,-1331.0,1979.0,4459.0,7022.0,328.0,13590.0,966.0,396.0,227.0,273.0,315.0,105.0,0.0,12.953,6.1793,43.469,35.046,32.135,2.1257,42.825953999999996
2014-07-27,-1837.0,1980.0,4872.0,7672.0,331.0,13724.0,852.0,488.0,322.0,295.0,313.0,89.0,0.0,12.953,6.1793,43.469,35.046,32.135,2.1257,44.691013
2014-08-03,-2213.0,2373.0,4401.0,7373.0,343.0,13529.0,524.0,479.0,228.0,295.0,289.0,61.0,0.0,12.953,6.1793,43.469,35.046,32.135,2.1257,44.735003999999996
2014-08-10,-1595.0,2507.0,4228.0,7625.0,388.0,13946.0,238.0,464.0,162.0,295.0,277.0,100.0,0.0,12.953,6.1793,43.469,35.046,32.135,2.1257,46.432911
2014-08-17,-1234.0,2535.0,4009.0,7836.0,406.0,14342.0,341.0,366.0,203.0,295.0,158.0,74.0,0.0,12.953,6.1793,43.469,35.046,32.135,2.1257,47.075119
2014-08-24,-2088.0,2475.0,4257.0,7675.0,324.0,14429.0,364.0,406.0,200.0,385.0,137.0,76.0,0.0,13.111,6.1427,43.907,36.217,31.955,2.1833,47.897903
2014-08-31,-1360.0,2485.0,4173.0,8160.0,261.0,14332.0,332.0,447.0,304.0,385.0,192.0,81.0,1.0,13.092,6.1772,43.663,36.959,31.954,2.1615,46.518260999999995
2014-09-07,-1698.0,1685.0,4206.0,7084.0,287.0,14081.0,629.0,459.0,209.0,385.0,217.0,46.0,0.0,13.145,6.2844,43.642,36.94300000000001,32.079,2.1681,44.10392
2014-09-14,-1836.0,1586.0,4020.0,7050.0,309.0,13820.0,609.0,521.0,183.0,385.0,203.0,59.0,0.0,13.245,6.3727,44.0,37.896,32.195,2.2045,42.11405900000001
2014-09-21,-1702.0,1489.0,4324.0,7004.0,366.0,13981.0,645.0,509.0,184.0,385.0,233.0,62.0,0.0,13.207,6.3445,44.497,38.463,32.212,2.2261,40.97322800000001
2014-09-28,-2288.0,1680.0,4376.0,7103.0,424.0,13711.0,684.0,414.0,211.0,420.0,93.0,68.0,0.0,13.38,6.4149,44.874,39.014,32.306999999999995,2.257,39.947338
2014-10-05,-2069.0,1828.0,4162.0,6888.0,363.0,13710.0,844.0,515.0,110.0,420.0,159.0,70.0,0.0,13.4,6.4826,44.871,39.776,32.521,2.2792,40.177284
2014-10-12,-2181.0,1860.0,4519.0,7201.0,374.0,14256.0,808.0,468.0,128.0,420.0,155.0,70.0,0.0,13.464,6.5343,44.794,40.43,32.464,2.2817,39.575901
2014-10-19,-2284.0,1841.0,3992.0,7119.0,467.0,14670.0,704.0,468.0,156.0,420.0,77.0,69.0,0.0,13.502,6.5363,44.851000000000006,40.795,32.38,2.2473,42.458965
2014-10-26,-1940.0,1730.0,3886.0,6954.0,430.0,15008.0,762.0,459.0,187.0,411.0,53.0,65.0,0.0,13.541,6.5882,44.782,41.973,32.408,2.2381,43.201843
2014-11-02,-1675.0,1878.0,3885.0,7721.0,463.0,16026.0,799.0,459.0,169.0,411.0,79.0,66.0,0.0,13.470999999999998,6.779,44.99800000000001,43.004,32.603,2.2173,44.431129
2014-11-09,-1835.0,1995.0,5264.0,9284.0,411.0,17771.0,667.0,323.0,219.0,411.0,37.0,71.0,1.0,13.632,6.8559,45.036,46.139,32.876999999999995,2.2746,43.935883000000004
2014-11-16,-2042.0,2028.0,5698.0,9169.0,511.0,18340.0,595.0,229.0,254.0,411.0,132.0,72.0,1.0,13.625,6.7972,45.039,47.305,32.86,2.2439,44.448826000000004
2014-11-23,-1901.0,1820.0,5112.0,8891.0,434.0,17379.0,1233.0,345.0,321.0,374.0,81.0,55.0,0.0,13.614,6.7638,44.914,45.49,32.735,2.2215,45.301826
2014-11-30,-1647.0,1906.0,6341.0,9519.0,451.0,18203.0,1318.0,332.0,322.0,374.0,129.0,61.0,0.0,13.836,6.9675,44.978,49.143,32.838,2.2105,45.879878999999995
2014-12-07,-1854.0,1739.0,6491.0,9152.0,451.0,16950.0,1363.0,433.0,248.0,374.0,163.0,52.0,0.0,14.155,7.1271,44.591,53.65600000000001,32.937,2.2375,41.628941
2014-12-14,-1063.0,1612.0,6433.0,9279.0,455.0,16881.0,1306.0,280.0,219.0,374.0,200.0,61.0,1.0,14.869000000000002,7.3245,44.506,57.364,32.79,2.291,41.860165
2014-12-21,-945.0,1581.0,5877.0,8504.0,444.0,15776.0,1253.0,391.0,264.0,388.0,178.0,64.0,0.0,14.528,7.3414,44.74100000000001,59.795,32.87,2.3253,44.279118
2014-12-28,-1288.0,1509.0,5659.0,8114.0,467.0,15282.0,1231.0,425.0,305.0,388.0,161.0,65.0,0.0,14.741,7.4892,44.681,54.739,32.874,2.3251,44.021209999999996
2015-01-04,-707.0,1928.0,5284.0,8038.0,405.0,15162.0,974.0,469.0,383.0,388.0,144.0,58.0,0.0,3.5165,1.2961,3.5749,7.8637,2.3526,11.662,44.483658
2015-01-11,-1467.0,1824.0,5126.0,7729.0,405.0,14681.0,960.0,507.0,256.0,388.0,125.0,62.0,0.0,3.56,1.2795,3.6146,8.0321,2.2987,11.569,39.192219
2015-01-18,-1222.0,1913.0,4490.0,6965.0,401.0,14534.0,1019.0,488.0,252.0,388.0,80.0,63.0,0.0,3.56,1.2795,3.6146,8.0321,2.2987,11.569,42.687228999999995
2015-01-25,-1171.0,1808.0,3960.0,6665.0,405.0,13881.0,1131.0,500.0,389.0,502.0,119.0,63.0,0.0,3.56,1.2795,3.6146,8.0321,2.2987,11.569,46.315647
2015-02-01,-1514.0,1712.0,4377.0,7060.0,457.0,14217.0,1313.0,503.0,338.0,502.0,146.0,64.0,0.0,3.6356,1.3771,3.7218,8.2806,2.4395,11.59,48.921349
2015-02-08,-1678.0,1582.0,3772.0,6450.0,467.0,13847.0,963.0,530.0,307.0,502.0,110.0,61.0,0.0,3.5247,1.3466,3.6385,8.2611,2.4354,11.312,50.290886
2015-02-15,-1648.0,1406.0,3390.0,5953.0,534.0,13053.0,825.0,488.0,237.0,502.0,111.0,66.0,0.0,3.5746,1.3454,3.67,8.4252,2.4695,11.724,53.912197
2015-02-22,-1665.0,1161.0,3476.0,5793.0,468.0,12772.0,793.0,385.0,245.0,478.0,145.0,61.0,0.0,3.6485,1.3241,3.7008,8.4274,2.4637,11.655,55.51577800000001
2015-03-01,-1922.0,1306.0,3159.0,5916.0,317.0,12466.0,724.0,437.0,225.0,478.0,132.0,66.0,0.0,3.61,1.3211,3.6943,8.3357,2.5178,11.626,53.715118000000004
2015-03-08,-2398.0,1316.0,2909.0,5226.0,349.0,12808.0,1432.0,401.0,323.0,478.0,141.0,60.0,0.0,3.6416,1.3342,3.7561,8.3821,2.5791,11.779000000000002,51.762169
2015-03-15,-1715.0,1581.0,3208.0,5925.0,365.0,12613.0,1130.0,368.0,330.0,478.0,131.0,58.0,0.0,3.691,1.3618,3.9292,8.6566,2.6381,12.466,54.467636
2015-03-22,-1933.0,1386.0,3295.0,5435.0,363.0,11878.0,950.0,410.0,223.0,503.0,160.0,65.0,0.0,3.691,1.3618,3.9292,8.6566,2.6381,12.466,56.778918999999995
2015-03-29,-1927.0,1422.0,3050.0,5247.0,415.0,12415.0,683.0,771.0,325.0,503.0,122.0,60.0,0.0,3.691,1.3618,3.9292,8.6566,2.6381,12.466,53.571777000000004
2015-04-05,-1668.0,1228.0,2984.0,5048.0,414.0,11402.0,447.0,386.0,271.0,503.0,163.0,59.0,0.0,3.6602,1.3388,3.7532,8.6283,2.5988,11.999,52.783432
2015-04-12,-1667.0,962.0,2787.0,4437.0,427.0,10536.0,736.0,550.0,417.0,503.0,156.0,63.0,0.0,3.6602,1.3388,3.7532,8.6283,2.5988,11.999,52.192173
2015-04-19,-1581.0,951.0,3234.0,4766.0,428.0,10350.0,627.0,553.0,421.0,503.0,137.0,65.0,0.0,3.6166,1.2969,3.7162,8.5927,2.6851,11.947,53.061153000000004
2015-04-26,-986.0,984.0,3057.0,4702.0,416.0,10309.0,804.0,532.0,506.0,467.0,172.0,58.0,0.0,3.5741,1.3216,3.7076,8.6674,2.7314,12.182,50.973824
2015-05-03,-1981.0,930.0,2751.0,4566.0,457.0,10021.0,932.0,474.0,529.0,467.0,163.0,59.0,0.0,3.5573,1.3132,3.5889,8.3157,2.6585,11.807,51.771133
2015-05-10,-1126.0,951.0,2969.0,4889.0,402.0,10637.0,849.0,442.0,524.0,467.0,163.0,61.0,0.0,3.5573,1.3132,3.5889,8.3157,2.6585,11.807,53.562819999999995
2015-05-17,-1288.0,1086.0,3111.0,5037.0,494.0,10988.0,788.0,440.0,551.0,467.0,150.0,62.0,0.0,3.5707,1.3451,3.5692,8.3221,2.5958,11.868,54.667483999999995
2015-05-24,-1180.0,1020.0,3208.0,5215.0,478.0,10740.0,801.0,303.0,530.0,441.0,146.0,69.0,0.0,3.5841,1.3587,3.6728,8.2834,2.5927,11.783,53.14318100000001
2015-05-31,-1621.0,1241.0,3783.0,5961.0,490.0,12279.0,871.0,364.0,433.0,441.0,88.0,64.0,0.0,3.6641,1.4043,3.7646,8.5025,2.6607,12.161,51.303196
2015-06-07,-1449.0,1139.0,4124.0,5906.0,567.0,11720.0,955.0,376.0,374.0,441.0,79.0,63.0,1.0,3.7231,1.4007,3.6942,8.3274,2.6653,12.402,53.801605
2015-06-14,-1048.0,1107.0,3775.0,5759.0,545.0,11871.0,1046.0,302.0,265.0,441.0,66.0,59.0,1.0,3.7528,1.4334,3.6985,8.2032,2.7166,12.414,54.360820999999994
2015-06-21,-1641.0,1107.0,4186.0,6140.0,527.0,12871.0,1001.0,354.0,287.0,571.0,103.0,60.0,0.0,3.7435,1.4508,3.6932,8.158,2.7122,12.267,54.3969
2015-06-28,-1187.0,1084.0,4220.0,6303.0,478.0,12618.0,1055.0,306.0,321.0,571.0,105.0,62.0,0.0,3.7865,1.4593,3.7276,8.27,2.6645,12.177,58.37451899999999
2015-07-05,-1435.0,1390.0,4451.0,6798.0,427.0,13117.0,1098.0,392.0,218.0,571.0,143.0,71.0,0.0,3.7795,1.4943,3.7811,8.4468,2.6922,12.289,57.824326
2015-07-12,-1642.0,1467.0,4973.0,7794.0,440.0,14296.0,1248.0,416.0,206.0,571.0,135.0,67.0,0.0,3.794,1.4814,3.7332,8.4131,2.6639,12.412,60.845879000000004
2015-07-19,-1482.0,1551.0,4105.0,6920.0,486.0,13320.0,1271.0,410.0,249.0,571.0,108.0,64.0,0.0,3.7968,1.5262,3.7701,8.5807,2.6506,12.323,59.276469999999996
2015-07-26,-1575.0,1613.0,4467.0,7018.0,538.0,13463.0,1262.0,366.0,322.0,571.0,153.0,73.0,0.0,3.8252,1.5239,3.7742,8.6171,2.7503,12.633,57.932564
2015-08-02,-1957.0,1545.0,5269.0,8292.0,589.0,14621.0,697.0,360.0,444.0,576.0,119.0,68.0,0.0,3.831,1.529,3.7782,8.6279,2.7797,12.694,59.240391
2015-08-09,-1540.0,1502.0,5967.0,8269.0,480.0,13927.0,759.0,385.0,333.0,576.0,143.0,69.0,0.0,3.9265,1.5215,3.8253,8.7509,2.7888,12.7,63.242065000000004
2015-08-16,-1270.0,1479.0,5236.0,7601.0,546.0,13494.0,790.0,369.0,428.0,576.0,142.0,69.0,1.0,4.0805,1.5248,3.7474,8.4422,2.8334,12.795,61.036568
2015-08-23,-1647.0,1661.0,5021.0,7635.0,507.0,13285.0,769.0,440.0,369.0,477.0,195.0,59.0,1.0,4.0805,1.5248,3.7474,8.4422,2.8334,12.795,52.958874
2015-08-30,-1577.0,1745.0,5390.0,8156.0,544.0,14163.0,899.0,456.0,269.0,477.0,137.0,58.0,1.0,4.1857,1.551,3.7633,8.4268,2.9216,13.237,53.911861
2015-09-06,-1783.0,1991.0,5086.0,8109.0,625.0,14380.0,1295.0,427.0,407.0,477.0,145.0,55.0,0.0,4.249,1.5692,3.7961,8.4528,2.9778,13.624,57.133862
2015-09-13,-2037.0,2018.0,5647.0,8390.0,576.0,14633.0,1260.0,541.0,427.0,477.0,131.0,57.0,1.0,4.3168,1.5898,3.7345,8.3164,3.0442,13.569,54.991909
2015-09-20,-1748.0,2235.0,5428.0,8438.0,557.0,14835.0,1281.0,472.0,403.0,477.0,167.0,61.0,1.0,4.2082,1.5503,3.6807,8.166,2.9996,13.22,54.274902000000004
2015-09-27,-1944.0,2524.0,5195.0,8821.0,501.0,14221.0,1184.0,359.0,558.0,526.0,137.0,67.0,0.0,4.3863,1.5764,3.786,8.4223,3.0282,13.737,56.489464
2015-10-04,-2301.0,2421.0,5420.0,8658.0,529.0,14550.0,1155.0,509.0,440.0,526.0,164.0,67.0,0.0,4.415,1.5599,3.8039,8.3703,3.0263,13.898,59.638863
2015-10-11,-1940.0,2091.0,5375.0,8650.0,468.0,14919.0,1040.0,425.0,329.0,526.0,114.0,63.0,1.0,4.1295,1.493,3.7115,8.1573,2.902,13.261,57.48783100000001
2015-10-18,-2341.0,2108.0,5417.0,8380.0,410.0,14824.0,1046.0,398.0,530.0,526.0,135.0,57.0,1.0,4.178,1.4733,3.7309,8.2357,2.9025,13.146,54.783165000000004
2015-10-25,-1874.0,2052.0,4877.0,7658.0,360.0,14302.0,1417.0,459.0,487.0,504.0,122.0,62.0,1.0,4.2279,1.4711,3.837,8.4878,2.8751,13.444,59.729618
2015-11-01,-2481.0,2367.0,5404.0,8470.0,341.0,15139.0,1437.0,461.0,359.0,504.0,127.0,54.0,1.0,4.2979,1.4858,3.8707,8.5201,2.9162,13.817,65.28418
2015-11-08,-1977.0,2697.0,5473.0,8939.0,365.0,15300.0,1390.0,505.0,345.0,504.0,156.0,59.0,0.0,4.3075,1.5107,3.9161,8.6376,2.8805,13.948,62.997005
2015-11-15,-2224.0,2963.0,5135.0,9345.0,297.0,15779.0,1261.0,393.0,291.0,504.0,129.0,62.0,0.0,4.378,1.5313,3.9418,8.676,2.8763,14.35,64.567162
2015-11-22,-2461.0,3085.0,5002.0,9338.0,300.0,15410.0,1243.0,397.0,293.0,445.0,88.0,64.0,0.0,4.2855,1.5247,3.9681,8.6823,2.8223,13.928,66.66350600000001
2015-11-29,-2484.0,3108.0,5474.0,9594.0,284.0,15382.0,1426.0,409.0,318.0,445.0,110.0,68.0,0.0,4.2855,1.5247,3.9681,8.6823,2.8223,13.928,63.976119999999995
2015-12-06,-2079.0,3131.0,5933.0,10156.0,298.0,16759.0,1524.0,428.0,307.0,445.0,128.0,64.0,0.0,4.2242,1.4969,3.9562,8.5052,2.912,14.427,65.246674
2015-12-13,-2036.0,2948.0,5819.0,10022.0,304.0,16322.0,1509.0,399.0,285.0,445.0,155.0,71.0,0.0,4.331,1.4847,3.9686,8.4938,2.9604,15.886,65.520912
2015-12-20,-2259.0,3290.0,5875.0,10045.0,378.0,15747.0,1414.0,555.0,300.0,500.0,129.0,61.0,0.0,4.331,1.4847,3.9686,8.4938,2.9604,15.886,65.74943499999999
2015-12-27,-2273.0,3055.0,5711.0,9893.0,350.0,15675.0,1407.0,442.0,296.0,500.0,118.0,67.0,0.0,4.2882,1.4663,3.8743,8.395,2.9223,15.187,64.634254
2016-01-03,-2250.0,3284.0,5521.0,9629.0,371.0,15436.0,1422.0,474.0,328.0,500.0,154.0,57.0,0.0,4.2882,1.4663,3.8743,8.395,2.9223,15.187,65.895676
2016-01-10,-2170.0,2996.0,5178.0,8813.0,377.0,15863.0,1889.0,511.0,391.0,500.0,147.0,59.0,0.0,4.384,1.5146,4.0073,8.5296,2.9915,16.009,61.53554200000001
2016-01-17,-1580.0,3052.0,4829.0,8695.0,358.0,15525.0,1681.0,403.0,356.0,500.0,180.0,64.0,0.0,4.384,1.5146,4.0073,8.5296,2.9915,16.009,57.979786
2016-01-24,-1566.0,2840.0,4632.0,8461.0,400.0,15417.0,1146.0,380.0,288.0,399.0,109.0,65.0,0.0,4.2846,1.5365,4.1254,8.5805,3.0137,16.482,58.994415000000004
2016-01-31,-1891.0,2805.0,4598.0,8499.0,456.0,15787.0,1158.0,332.0,263.0,399.0,150.0,62.0,0.0,4.148,1.5374,4.0658,8.5607,2.9638,16.019000000000002,56.480709
2016-02-07,-2046.0,2759.0,4616.0,8248.0,425.0,16218.0,1269.0,389.0,320.0,399.0,127.0,64.0,0.0,4.1535,1.4868,3.9398,8.4204,2.9011,15.853,50.795158
2016-02-14,-1653.0,2942.0,3998.0,8328.0,350.0,15855.0,1167.0,523.0,290.0,399.0,120.0,59.0,0.0,4.1645,1.5047,3.9121,8.3858,2.9295,15.893,51.284003999999996
2016-02-21,-1967.0,2953.0,4458.0,8174.0,333.0,16037.0,1329.0,504.0,379.0,399.0,142.0,65.0,0.0,4.221,1.5105,3.9453,8.4569,2.9653,15.445,56.019183999999996
2016-02-28,-2468.0,2660.0,4522.0,8723.0,369.0,15972.0,1127.0,490.0,495.0,387.0,145.0,68.0,0.0,4.2115,1.4853,3.9643,8.5144,2.939,15.675999999999998,58.926762
2016-03-06,-2444.0,2667.0,4521.0,9036.0,399.0,16362.0,1189.0,502.0,478.0,387.0,166.0,71.0,0.0,4.1112,1.4789,3.9483,8.5091,2.9195,15.613,59.240593000000004
2016-03-13,-2431.0,2507.0,4552.0,8100.0,474.0,15408.0,1255.0,464.0,458.0,387.0,126.0,64.0,0.0,4.0876,1.4949,3.8863,8.394,2.8754,15.241,59.240593000000004
2016-03-20,-2515.0,2628.0,4635.0,8327.0,384.0,14777.0,1192.0,535.0,458.0,387.0,139.0,67.0,0.0,4.0532,1.4673,3.7791,8.2253,2.8565,15.251,60.772827
2016-03-27,-2663.0,2543.0,4302.0,7686.0,432.0,14198.0,1128.0,387.0,501.0,387.0,167.0,67.0,0.0,4.0305,1.4923,3.8361,8.3098,2.8788,15.497,59.20367099999999
2016-04-03,-1470.0,2420.0,3554.0,6660.0,431.0,13263.0,969.0,483.0,271.0,339.0,127.0,64.0,0.0,4.0305,1.4923,3.8361,8.3098,2.8788,15.497,56.914536
2016-04-10,-1615.0,2261.0,3197.0,6004.0,455.0,12504.0,986.0,419.0,290.0,339.0,127.0,64.0,0.0,3.9103,1.4747,3.7801,8.1781,2.8527,15.068,56.822235
2016-04-17,-1845.0,2577.0,2903.0,6435.0,545.0,12909.0,1128.0,339.0,330.0,339.0,179.0,65.0,0.0,3.9069,1.4475,3.8078,8.1445,2.8547,14.571,55.98226500000001
2016-04-24,-1114.0,2483.0,2730.0,6092.0,627.0,12275.0,1055.0,388.0,307.0,390.0,126.0,62.0,0.0,3.9015,1.4529,3.8627,8.1134,2.8310000000000004,14.37,56.22225600000001
2016-05-01,-1410.0,2415.0,3030.0,5989.0,694.0,12000.0,995.0,383.0,296.0,390.0,154.0,59.0,0.0,3.9065,1.4344,3.8556,8.0408,2.8005,14.169,51.330151
2016-05-08,-1566.0,1803.0,2852.0,5408.0,667.0,11410.0,1159.0,369.0,394.0,390.0,131.0,62.0,0.0,4.012,1.4616,3.8679,8.117,2.9197,14.961,50.564029999999995
2016-05-15,-1498.0,1784.0,3135.0,5711.0,645.0,12055.0,1031.0,458.0,328.0,390.0,165.0,56.0,0.0,4.0299,1.4709,3.8711,8.2204,2.9643,15.168,51.136318
2016-05-22,-979.0,1818.0,3240.0,5749.0,621.0,11895.0,1048.0,409.0,378.0,390.0,116.0,62.0,0.0,4.081,1.4777,3.94,8.3419,2.9839,15.747,49.927135
2016-05-29,-1670.0,1610.0,3394.0,5978.0,586.0,11789.0,969.0,409.0,301.0,489.0,124.0,65.0,0.0,4.081,1.4777,3.94,8.3419,2.9839,15.747,51.987404
2016-06-05,-1403.0,1716.0,3222.0,5362.0,634.0,11560.0,941.0,408.0,306.0,489.0,154.0,64.0,0.0,4.1475,1.4602,3.9323,8.3024,2.9498,15.58,50.205357
2016-06-12,-1303.0,1999.0,3816.0,6430.0,612.0,12527.0,1019.0,381.0,264.0,489.0,168.0,67.0,0.0,4.0680000000000005,1.411,3.8562,8.2478,2.9188,15.09,48.320671000000004
2016-06-19,-1447.0,2002.0,4365.0,6958.0,664.0,13445.0,886.0,424.0,263.0,489.0,148.0,64.0,0.0,4.101,1.4181,3.9509,8.3361,2.9312,15.214,50.112049
2016-06-26,-983.0,1771.0,3656.0,5903.0,595.0,12545.0,1196.0,392.0,394.0,598.0,192.0,63.0,0.0,4.101,1.4181,3.9509,8.3361,2.9312,15.214,47.583595
2016-07-03,-1689.0,1373.0,3220.0,5236.0,651.0,11754.0,1092.0,376.0,398.0,598.0,174.0,60.0,0.0,3.9853,1.3927,3.9485,8.4329,2.8807,14.575,44.07547
2016-07-10,-1621.0,1371.0,3218.0,5586.0,719.0,12468.0,1212.0,462.0,255.0,598.0,187.0,59.0,0.0,4.023,1.375,3.9998,8.5533,2.927,14.696,47.023788
2016-07-17,-1448.0,1492.0,2973.0,5200.0,646.0,11283.0,1601.0,453.0,253.0,598.0,157.0,65.0,0.0,3.9479,1.3959,3.9629,8.4971,2.8869,14.348,46.715897
2016-07-24,-1542.0,1516.0,2888.0,5157.0,677.0,11431.0,1863.0,351.0,345.0,677.0,194.0,60.0,0.0,3.9479,1.3959,3.9629,8.4971,2.8869,14.348,48.39530900000001
2016-07-31,-1721.0,1458.0,2588.0,5148.0,815.0,11494.0,2272.0,427.0,349.0,677.0,163.0,65.0,0.0,4.0673,1.4051,3.926,8.6091,3.0166,14.155,49.75751500000001
2016-08-07,-1698.0,1668.0,3204.0,5505.0,783.0,11351.0,2447.0,439.0,366.0,677.0,190.0,65.0,0.0,4.0272,1.3869999999999998,3.8402,8.5195,3.0003,13.673,50.709183
2016-08-14,-1730.0,1668.0,3316.0,5651.0,862.0,12031.0,2491.0,408.0,355.0,677.0,159.0,65.0,0.0,4.0254,1.3889,3.8231,8.4512,2.9573,13.505999999999998,51.946781
2016-08-21,-1374.0,1609.0,3376.0,5642.0,813.0,11757.0,2627.0,410.0,405.0,677.0,150.0,60.0,0.0,4.0254,1.3889,3.8231,8.4512,2.9573,13.505999999999998,51.909042
2016-08-28,-2159.0,1762.0,3134.0,5604.0,884.0,11381.0,2435.0,427.0,409.0,698.0,137.0,64.0,0.0,4.0254,1.3889,3.8231,8.4512,2.9573,13.505999999999998,51.220325
2016-09-04,-1531.0,1641.0,3110.0,5419.0,900.0,11400.0,2291.0,464.0,354.0,501.0,130.0,64.0,0.0,4.0254,1.3889,3.8231,8.4512,2.9573,13.505999999999998,52.97515500000001
2016-09-11,-1585.0,1857.0,3155.0,5818.0,787.0,11857.0,2342.0,480.0,385.0,418.0,115.0,58.0,0.0,4.0912,1.3577,3.8467,8.4327,2.9677,14.324000000000002,53.01289000000001
2016-09-18,-3114.0,1989.0,2767.0,5752.0,866.0,11976.0,2375.0,441.0,336.0,588.0,146.0,62.0,0.0,4.0912,1.3577,3.8467,8.4327,2.9677,14.324000000000002,52.456249
2016-09-25,-2814.0,2248.0,2811.0,6072.0,818.0,12317.0,2771.0,555.0,281.0,507.0,158.0,65.0,0.0,4.1045,1.3764,3.8228,8.5447,2.948,13.587,48.786198
2016-10-02,-2592.0,2308.0,2933.0,6115.0,861.0,12327.0,2310.0,433.0,224.0,440.0,150.0,64.0,0.0,4.1045,1.3764,3.8228,8.5447,2.948,13.587,51.795834
2016-10-09,-2125.0,2312.0,3188.0,6318.0,837.0,13045.0,2506.0,429.0,262.0,481.0,179.0,64.0,0.0,4.1601,1.3995,3.8432,8.6477,3.0507,13.880999999999998,50.805199
2016-10-16,-1287.0,2470.0,3033.0,6675.0,777.0,13861.0,2354.0,382.0,210.0,439.0,136.0,66.0,0.0,4.1927,1.4096,3.9102,8.8228,3.0875,14.207,51.67318
2016-10-23,-2133.0,2510.0,3294.0,6646.0,723.0,14318.0,2274.0,324.0,152.0,415.0,148.0,60.0,0.0,4.186,1.3954,3.9731,8.9025,3.0798,14.032,55.48475300000001
2016-10-30,-2232.0,2642.0,3673.0,7598.0,807.0,14436.0,2337.0,324.0,216.0,404.0,122.0,62.0,0.0,4.208,1.4005,3.9651,9.0295,3.1183,13.880999999999998,54.588463
2016-11-06,-2690.0,2662.0,3665.0,7276.0,743.0,14295.0,2279.0,317.0,181.0,410.0,122.0,58.0,0.0,4.2063,1.3674,3.8933,8.9813,3.1488,13.533,59.400101
2016-11-13,-2274.0,2504.0,3920.0,7464.0,811.0,14724.0,2164.0,424.0,229.0,481.0,133.0,59.0,0.0,4.3417,1.3906,4.0426,9.0435,3.253,14.220999999999998,61.013408999999996
2016-11-20,-1970.0,2760.0,4050.0,7918.0,796.0,14712.0,2153.0,521.0,193.0,469.0,152.0,65.0,0.0,4.404,1.4181,4.18,9.2429,3.3680000000000003,14.375,61.060589
